,cause,effect,explanation,Cause:Effect,Cause+Truth:Effect,Cause:Truth+Effect,CEQ
46,Tom was studying how body temperature rises.,He found out that cytokines worked in it.,Cytokines help regulate body temperature.,0.03720956622876639,0.048944689848263626,0.045555040667629734,0.011735123619497238
47,Now it's time to remove the drugs from the patient's body.,Various elimination processes was adopted to achieve that.,Dihydrocannabinol is one of the most widely used psychoactive substances in the human body.,0.024550845044450497,0.024459794144605508,0.0263422369153586,0.0017913918709081024
48,He successfully solved the problem.,He has a clear understanding of this problem.,Philosophy is the study of the mind.,0.016183855272470724,0.013970268375201173,0.014794952274689192,-0.001388902997781532
49,The villagers were happy about the harvest.,They had enough food this year.,Harvest is a time of celebration.,0.005974623104841864,0.007052703741057522,0.007071014654914646,0.0010963915500727828
50,The lecturer is talking about t lymphocytes.,I can hear t-cells sometimes.,T lymphocytes are part of the t-cell family.,0.005311465456612885,0.005548302262447761,0.004427627379634737,0.00023683680583487608
51,The scientist put some pyridine in the water.,He found the pyridine disappeared.,Pyridine is one of the most abundant substances in nature.,0.03983628156554978,0.010654752502496673,0.05347363671748029,0.013637355151930507
52,Amy served as an assistant in this company.,Amy is good at services work.,Assistants have skills.,0.009389513344244293,0.008978592733955815,0.00979867177095262,0.0004091584267083264
53,Virus attacked the mosquitoes.,Human might get infected owing to sick mosquitoes.,Mosquitoes are susceptible to viruses.,0.11439983840030742,0.15230676566682258,0.12854204450033352,0.037906927266515164
54,Henry always runs into hindrances in doing business.,It is difficult for him to get mind equilibrium now.,Hindrances have mental equilibrium.,0.015591848076705673,0.010225657660354114,0.005378510389002878,-0.005366190416351559
55,The school will hold a ceremony the day after tomorrow.,The school will hold a simulation in advance tomorrow.,Simulation is used to simulate events.,0.015394624468850088,0.04125712708020531,0.014904185355529431,0.025862502611355226
56,Tom has taken use of two pieces of magnets to make his experiment.,He has proved something about the attraction.,Magnetism is the attraction of two objects.,0.01348719339431444,0.009642365189915673,0.07902508228995987,0.06553788889564544
57,The small chicken shoud be incubated under the same temperature.,Tom takes use of a thermostat.,Thermogenesis is the process of transferring heat from one cell to another.,0.06022627614124107,0.035254876874959165,0.062162469264737154,0.0019361931234960841
58,She is allergic to yeast.,She cannot have contact with dough.,Bread contains yeast.,0.03581584757361605,0.032767353092500937,0.06130753738645585,0.0254916898128398
59,The workers have no idea about how to operate the computer.,The leader taught them in person.,Communication is the process of communicating with one another.,0.015200353750794622,0.013236497678877903,0.02516693232591862,0.009966578575123999
60,The patient with fibroadenomas read his report of mammography.,He was in relief for its benign appearance.,Mammography is the most benign of all imaging techniques.,0.03942587974422856,0.033054490594354766,0.06697596239494591,0.02755008265071735
61,The children will be shipped off to a boarding school.,Their parents taught their children how to solve living problems independently before going to school.,Parents teach children skills.,0.03682558212183698,0.04912302907531597,0.04783289652324451,0.012297446953478987
62,He went to school.,He learned a lot.,Homeschooling is the education of children.,0.01646221828625925,0.016766701086917288,0.02835495288446329,0.01189273459820404
63,The workers are in charge of cleaning debris.,They have to consider the waste.,Cleaners use waste.,0.010451144518567518,0.0074869840655950835,0.040302307546993967,0.02985116302842645
64,He asked the cardiologist to watch the condition of the heart.,The doctor said that his heart rhythm is uneven.,Cardiologists see irregularity.,0.050338897024436925,0.040045571914557154,0.08328543250360103,0.0329465354791641
65,Enzymes are necessary for children's growth.,Children are encouraged to eat sprouts.,Sprouts are one of the most nutritious foods on the planet.,0.020439427988457267,0.029883078860745246,0.02640683993768197,0.00944365087228798
66,The house of the people holds justice.,Parliament is a place of justice.,Parliaments have assemblies.,0.017417088088976202,0.01813955313683989,0.015126071888914194,0.0007224650478636872
67,The man devoted himself to journalism.,He mastered the popular language used in pursuit of truth.,Journalism is the art of communicating with the public.,0.021615281933856294,0.028722135980069213,0.020834228929354517,0.007106854046212918
68,Tom found a small dome-shaped beetle.,He said he got a ladybug.,Ladybugs are small dromedaries shaped beetles.,0.1733950564577081,0.0094743887404432,0.25057958753265525,0.07718453107494713
69,The primates didn't want to be exhibit animals.,They escaped from the zoo.,Zoos are places of escape.,0.07052280543890596,0.013311569587531094,0.10649080475741697,0.03596799931851101
70,The root of the plant rotted.,"In order to save the plant, Tom gave it a rhizoid.",Rhizoids are plants with rhizoids.,0.007510950837490321,0.005126951998993727,0.0061185737944599704,-0.0013923770430303503
71,Tom was a shepherd.,He took care of a flock of sheep.,Pilchers are herders.,0.19479108475813497,0.062402625154789816,0.16698292706521864,-0.027808157692916335
72,Tom feels that his asthma is about to attack.,He eats some singulars.,Sulphur is one of the most common asthma-causing substances in the body.,0.009615161148109756,0.014221058374926952,0.024174925748307496,0.01455976460019774
73,The teacher gives an example to illustrate the grammar point.,But the students can't understand the example.,Examples have grammar points.,0.04053010045730396,0.035559658990012684,0.055833623045670425,0.015303522588366467
74,Nobody has seen edaphosauruses before.,The scientist observed its appearance.,Edaphosuruses appear to have appearances.,0.00576011320309794,0.0146893787215702,0.004741617925023951,0.00892926551847226
75,All relatives entered the family room.,They sat on the chairs one by one.,Relatives sit on chairs.,0.00584010085661476,0.002297301792577084,0.014635370980052282,0.008795270123437521
76,"There are many people, among which part of them are with normal sight and part of them are blind.",Normal people can see everything and blind people are in a dark world without any light.,Blindness is one of the leading causes of blindness.,0.02570233472014525,0.0294440838813362,0.04496928704140469,0.01926695232125944
77,The wine must be kept from becoming flabby.,Acidity should be used.,Acidity is a measure of the amount of carbon dioxide in the air.,0.09426102609471815,0.05109416806671996,0.053944740098888506,-0.04031628599582964
78,Tom ran into an anemone.,He was poisoned.,Anemones are toxic.,0.005692790458810497,0.01617708296657798,0.004587727593978561,0.010484292507767484
79,The company keeps the steel in a wet warehouse.,The company loses one million due to rust after a few months.,Steel is susceptible to rust.,0.06470988736974856,0.05685139519583048,0.058156745360578556,-0.006553142009170003
80,Mary ate lots of chocolate.,She also intook theobromine.,Cocoa contains a number of compounds known as anticonvulsants.,7.443383762258322e-05,0.00010245598825696756,0.7781672280444447,0.7780927942068221
81,Tracheilds are not suitable to be used as fire materials.,Farmers do not use softwoods as firewoods.,Softwoods are firewood.,0.032163151181195074,0.09176638278932117,0.04498707715404539,0.0596032316081261
82,The field was very quiet at night.,The silence was broken by several bird calls.,Blindness is a common cause of bird calls during the day.,0.029837244885225916,0.024631098225411138,0.028981056131038133,-0.0008561887541877825
83,The possum has eaten an ill bird.,It died.,Possums live in colonies.,0.01205101448835407,0.022275660727035563,0.05342934172437841,0.04137832723602434
84,He served as an accountant in this company.,He worked hard to manage the balance.,Accumulation is the process of managing the balance of a business.,0.011629884488441164,0.01430468828632559,0.012311238473613017,0.002674803797884425
85,Lyle has ophthalmologist.,Lyle's doctor treated him with a laser.,Lasers are used to treat ocular diseases.,0.010364830448114797,0.020445008005959553,0.09203948063365773,0.08167465018554293
86,This experiment requires a gray-white solid with a shiny surface.,The teacher provided tellurium.,Tellurium is a silvery-white liquid with a polished surface.,0.008820024622035428,0.006171743154693049,0.029996425306823928,0.0211764006847885
87,Their new baby born yesterday.,This new life starts to cry.,Crying is the start of a new life.,0.03962361109071449,0.03224389863660189,0.030908404172020034,-0.007379712454112598
88,The vocal folds vibrated.,Compression sound waves were produced.,Vibration is produced when a vocal fold vibrates in response to a loud sound wave.,0.0525736257044471,0.0534554875204497,0.1451522079422283,0.0925785822377812
89,Jack's hemoglobin levels are low.,He has been dizzy lately.,Hemoglobin is a measure of the amount of oxygen in the blood.,0.013285145906006953,0.011554871233467993,0.027278364370446232,0.013993218464439279
90,Jerry was baptized.,He was identified by the believers.,Baptism is the identification of believers with unbelievers.,0.03929236652807971,0.05767405835958247,0.41117379538793436,0.37188142885985465
91,"Emma, who is a regular coffee drinker, is very hyper these days.",The doctor diagnosed him as caffeinism.,Caffeinism is a condition characterized by hyperactivity in the brain.,0.007689302466939795,0.04037370569297379,0.009232326570013556,0.032684403226034
92,Tom eats some health products containing enzymes every day.,He defecates on time every day.,Defecation is the process of defecating on time.,0.013389130954483556,0.01386395298251757,0.02235429885651623,0.008965167902032676
93,The angry patient was injected depressants.,He felt calm and relaxed.,Depressants have anxiolytic properties.,0.033263733650424926,0.013950412777179955,0.05062496404974669,0.01736123039932176
94,The victims were taken to the police office to identify the crimnimal.,They tried to recall the face of the criminal.,Crimnials have faces.,0.03576299056586417,0.032679378955125696,0.0326881168404118,-0.0030748737254523706
95,Lucy has bought a llot of fresh fruit.,She has made a glass of smoothy.,Lettuces have smooth surfaces.,0.1591352141678266,0.034259792050529314,0.15623025917452768,-0.0029049549932989305
96,He just took the pills.,He wants to sleep very much now.,Pills have anxiolytic effects.,0.014033043205780728,0.006780091922390826,0.02272578962981784,0.008692746424037112
97,My mother stewed a mahimachi for me at noon.,I've been picking fish bones for a long time.,Mahimachi is one of the oldest fish bones in the world.,0.006671821721883683,0.007379137663935191,0.005464065116764145,0.000707315942051508
98,They are botanists.,They collect specimens everyday.,Botanists collect specimens.,0.0014904078432979848,0.01910826500290626,0.0022960820493989798,0.017617857159608275
99,The old man wants to catch some sunfish.,He caught a bluegill.,Bluegills are native to Australia.,2.841520446642377,0.037087512672883106,4.253702578317398,1.4121821316750212
100,This mobile phone is not durable.,The battery often fails to charge.,Phones have batteries.,0.024032711008811384,0.03706844535892637,0.020628176773492744,0.01303573435011499
101,Tom was finding the fly in his house at night.,He failed.,Flys are very difficult to detect.,0.004891387977743381,0.00517635363241872,0.012689534259378236,0.007798146281634856
102,The baby ground squirrels were hidden by their mom.,They were not found by the rattlesnakes.,Rattlesnake nests contain nesting squirrels.,0.002463602947511054,0.004124080811414794,0.01961916273489018,0.017155559787379124
103,Tom committed incest and rape.,He was sentenced to death.,Crucifixion is the act of killing a loved one.,0.02087738121075626,0.019313002961757152,0.0270905276890316,0.006213146478275339
104,Gongress passed some proposals.,Small buiness benefited from these proposals.,Crowds benefit from crowds.,0.008540774418955097,0.008649356005836724,0.008426131354893592,0.00010858158688162659
105,Tom's taste buds on his tongue all lost their function.,Tom couldn't be able to know the taste of whatever he eats.,Taste is the ability of taste buds to function.,0.018135201910010487,0.01952805030015249,0.018275275285705776,0.0013928483901420041
106,He mistook lots of thiocyanate.,His thyroid can't uptake iodine normally.,Thiamine is the mainstay of the body's iodine-reactive system.,0.05691021692102491,0.0122914822342722,0.03339980486554837,-0.02351041205547654
107,This creature has no anatomies.,Tom decided it isn't a colugo.,Colugos have no anatomic features at all.,0.01298112992047678,0.01494383828039236,0.018045729567955946,0.005064599647479165
108,He fed meat to the Jackrabbit.,The jackrabbit doesn't eat at all.,Jackrabbits are omnivores.,0.02593096923627933,0.03182631866263841,0.022255255254179557,0.005895349426359078
109,Tom perfers beers made with bottom Fermenting yeasts.,He ordered lagers in the bar every time.,Lagers have bottlings.,0.2413420940367314,0.2108268461485272,0.41042276958263463,0.16908067554590323
110,The species populations in this area changed abnormally over time.,The process of Succession here was worth exploring.,Succession refers to the occurrence of a population change.,0.03888381242641406,0.03663005406385092,0.046944800565434756,0.008060988139020696
111,Tom has put different kinds of materials in the furnace.,Only beryllium has been left.,Bryllium is one of the rarest of all materials.,0.01746106053407216,0.016544056528825412,0.011504153311543251,-0.0009170040052467465
112,The ancients recorded by picture writing.,Pictographs were formed step by step.,Pictographs are the oldest known type of writing.,0.025778157094624346,0.03163758491185699,0.02332756442992836,0.005859427817232643
113,"My car is exposed to the acid rain,.",The paint on my car is clipped.,Acid rain can be harmful to the skin.,0.011334412794456595,0.011042391620920324,0.015411751933655758,0.004077339139199164
114,Jane wanted to buy a book full of maps bound together.,She bought some atlases.,Atlas is a type of map.,0.010464668967588527,0.03301752614307528,0.01582212706105348,0.022552857175486753
115,Mary put the cake into the refrigeratory.,Mary found the cake was rich in moisture the next day.,Cakes have moisture.,0.01908599875440746,0.019429421408403005,0.016111756142226943,0.0003434226539955447
116,The doctor treated little Tom's autism with medication.,"After three months of treatment, his autism has improved significantly.",Autism is a neurological disease characterized by impairment in the ability to control one's own body functions.,0.02383520976411395,0.03284940743207859,0.09002557965106002,0.06619036988694607
117,There are many trees with different ages.,They have different textures.,Trees vary in their texture.,0.00996153379785775,0.02159573117456019,0.016190396904443967,0.011634197376702439
118,Surface gauss depends on thickness and size of the magnet.,Gauss strength diminishes the further the distance from the magnetic field.,Magnetism decreases with thickness.,0.1532230150311142,0.1192038887017954,0.16630654798110353,0.013083532949989318
119,This group of Greys have grown up.,They are large.,Greys have large brains.,0.005194273768763158,0.004018784210000235,0.007991190413481782,0.002796916644718624
120,The sink has great capacity.,It can hold water up to two liters.,Dwells have capacity.,0.022434500554891226,0.019478962056297903,0.01991570755347068,-0.002518793001420546
121,Jack looks at the shape of the rotifers.,He saw their bilateral symmetry.,Rotifers have bilateral symmetries.,0.008092518562733323,0.014635164461668012,0.0066254141726160695,0.0065426458989346886
122,Tom did examinations to see whether he got cancer.,The doctor's diagnosis confirmed his thought.,Examinations confirm the thought of the physician.,0.03219044060489098,0.05548059580267493,0.030422497291831004,0.02329015519778395
123,Tom believes that dogs and wolves belong to the same phylum.,Tom is wrong.,Phylum is the genus of all living things.,0.007895527889446646,0.011271621765142216,0.10503091134655393,0.09713538345710729
124,The light was off at 10 pm.,My pupils became bigger suddenly.,Pupils respond to light.,0.0036100438451848083,0.006168080920283478,0.007935231559814388,0.004325187714629581
125,Susan is a midwife.,She was specially trained in childbirth.,Midwifes specialize in the care of infants.,0.029730271725032637,0.06525957997831948,0.021488554437104478,0.035529308253286845
126,He invited his partners to his residence.,They entered his residence.,Persons enter residences.,0.003482112956350984,0.00680858639375873,0.007779641010252335,0.0042975280539013505
127,"In the humid environment, pecan is easier to grow mold on it.",Pecan should be stored in the relatively dry environment.,Pecans are less susceptible to mold growth in humid environments.,0.023901504411672016,0.032267809562433775,0.05525325447632872,0.03135175006465671
128,This biologist has problems in other scientific fields to solve.,Another bilogist helps him.,Bilogists help scientists solve problems.,9.570064837189274e-05,0.00010420737267161659,0.03820621313296582,0.03811051248459393
129,Leaders of pyramid schemes are extremely good at instilling their own perceptions to members.,"As time goes by, their influence on members grows stronger and stronger.",Mulchos encourage members to take action.,0.012616535930979882,0.020181253567563638,0.019344583604818253,0.0075647176365837565
130,Tom was looking for Amphibians in winter.,He could only found some sleeping.,Amphibians inhabit habitats.,0.09263340612367187,0.07998523194523086,0.09648861533568247,0.003855209212010602
131,The murderer didn't accept himself for a whole life.,He didn't achieve wellness.,Selfishness is defined as the acceptance of oneself as a whole person.,0.012078301388347116,0.006526604718288903,0.029511492649607656,0.01743319126126054
132,My pet tom is in the mating season.,He eats very little.,Mating occurs during the breeding season.,0.013668713896834503,0.01460511936889223,0.026547325929893836,0.012878612033059332
133,Tom's family go hiking on the plain.,They find mangroves.,Mangroves are one of the most abundant natural habitats on the planet.,0.0037341910576973434,0.025060094944561802,0.009446497433560602,0.021325903886864457
134,This kind of bear grew in the forest.,This kind of bear habitates in the forest.,Bears live in forests.,0.012067463565576097,0.012814624965995522,0.01379820392422483,0.0017307403586487337
135,Water with minerals flows in the water mains.,On the surface of water mains is some solid stuff.,Mains have mineral deposits.,0.04668975694296889,0.04378281096296425,0.0683173981022835,0.021627641159314613
136,She was particularly fat.,She had been suffering from diabetes.,Diabetes is the leading cause of death in adults.,0.008761427761268318,0.02531671181612022,0.01208065418489022,0.0165552840548519
137,It is in the breeding season.,Testicles descend.,Testicles are the offspring of a spermatozoa.,0.030391482523997607,0.018924547213891866,0.036617283220636544,0.006225800696638938
138,The anaconda saw his food in the forest.,He opened his mouth.,Anacondas have mouths.,0.0072672664937871835,0.0056421366502117255,0.006267365825452058,-0.0009999006683351257
139,The rope connected to my dog was broken.,It ran to other's areas.,Rope connects to areas.,0.013791143728734136,0.013725290527040114,0.02183390708810183,0.008042763359367695
140,Tom was standing in the river and can't move a step.,His legs are entangled in duckweed.,Duckweed is one of the leading causes of death in the United States.,0.026432673493777255,0.019238044006184018,0.028159770731165542,0.0017270972373882865
141,Tom observed the nucleoli of different kinds of chromosomes under the optical microscope.,Tom observed that most of them contain several associated centromeres.,Centromeres are a group of nucleoli with many associated centromereres.,1.118279402038644,0.8173671989366483,1.6082452552026958,0.48996585316405183
142,The research set specific aspartate sites.,Caspases cleave target proteins.,Aspartates cleave site specific asparagine proteins.,0.043507767927968385,0.289039889423403,0.05185603459814592,0.24553212149543457
143,We succeed in the end.,Our fate has been changed.,Ends lead to outcomes.,0.012339123810004488,0.008180598144561988,0.011832905635516585,-0.0005062181744879025
144,Some plants are infected by a rare kind of virus.,Their cotyledons are destroyed first.,Viruses destroy plants.,0.004828380379817848,0.003539061056713023,0.026332235474992444,0.021503855095174596
145,They went to catch eels today.,Many were found after seeing a leaking head in crevices.,Eels have leaking heads.,0.010796331591497751,0.007331987481999226,0.013146699073980606,0.002350367482482855
146,Tom's goats were attacked by vampires.,The goats died of blood shortage.,Vampires are a type of vampire.,0.040875521281918396,0.03438738627549332,0.03537798198171062,-0.005497539300207778
147,This user spent over 8 hours a day at this site.,This user had a high level of stickiness.,Stickiness refers to the amount of time users spend at a site.,0.01496882093090548,0.021464622517050926,0.02591352256130073,0.01094470163039525
148,Lucy gave me a pen.,I bought ink for the pen.,Pencils are made of ink.,0.05868880878551714,0.054268539787679995,0.046701438302874695,-0.004420268997837144
149,We need a person skilled in all aspects of construction.,A carpenter will be recruited.,Carpenters are skilled builders.,0.011947046735187282,0.030103170063079086,0.01449073779057666,0.018156123327891804
150,Tom was born and brought up in Indinana.,Tom is American.,Indinana is one of the oldest languages in the world.,0.00770709756088441,0.009248362120290125,0.003785146134191209,0.001541264559405715
151,Some enzymes are working on the dead body of a bird.,The body decomposes gradually.,Decomposition is the gradual process of the body decomposing slowly.,0.013839945591770165,0.014879526540773229,0.03583523732063581,0.02199529172886564
152,Many goods have been reduced in price recently.,Deflation makes all kinds of shops miserable.,Deflation is caused by a desire to reduce prices.,0.034538387831591376,0.03217698156942739,0.03290417129819374,-0.0016342165333976325
153,Judy suffered from tics.,She had involuntary movements in her body.,Tics are involuntary movement in the body.,0.03017227201098038,0.019294915527951418,0.039123732442568816,0.008951460431588436
154,Tom wants to have a bath.,Tom filled the bath tub with hot water.,Baths are places of recreation.,0.05623325695023086,0.003377678960736396,0.04345437718981163,-0.012778879760419234
155,This monster killed a boy.,This monster was pleased.,Hate is the act of gratifying a desire.,0.019122524858830092,0.010882503776993365,0.02172161613096598,0.002599091272135888
156,Hardwoods are deciduous.,They lose their leaves each fall.,Deciduous trees have leaves.,0.06375093791656768,0.004869440348989871,0.08683099087213225,0.023080052955564576
157,"Knowing that live plants will release oxygen as they grow, a scientist makes experiments to find more information about their process of growth.",The scientist finds that aeration also accurs as they grow.,Aeration is the process of respiration accruing oxygen as it grows.,0.03714871996767558,0.06128041401041217,0.09941660423001843,0.062267884262342844
158,John only sells amphetamines.,He only looks for people who have failed other weight loss methods.,Amphetamines are the most commonly used weight loss method in the body.,0.005568679129527004,0.02715926875052034,0.005661602103700278,0.021590589620993337
159,The author used Personification to descibe the inanimate object.,The reader felt  as though it had human capacities.,Personification is a method of describing inanimate objects.,0.01939658040245835,0.01922311631940874,0.027544105194271362,0.00814752479181301
160,They dissected the human ear to see the structure of cochlea.,They found there were  a basilar turn with a cystic cavity.,Cochleas have basilar turns.,0.018233526576901617,0.016036207568967738,0.07393221399257996,0.05569868741567834
161,His mother carried the decay-causing bacteria and kissed him.,He was infected.,Debris causes infection.,0.007028827132903155,0.04119975232261443,0.007296224361616599,0.03417092518971127
162,Oil is lost quickly during drilling.,Workers use acrylamide.,Acrylamides are toxic to marine life.,0.012606472384257446,0.009082797425369814,0.010500263232234687,-0.0021062091520227585
163,Several moles were introduced into a piece of farmland where harmful insects thrived.,The insects decreased swiftly in number.,Moles are one of the most destructive insects on the food chain.,0.008973473353961522,0.013538327088827228,0.025879472923975425,0.016905999570013902
164,Tom's grandmother is a witch.,Many altars have been set up in his courtyard.,Altars are places of worship.,0.007917554780551669,0.031861654512400216,0.009095860794295006,0.023944099731848547
